tahun,bulan,jenis_komoditas,nama_komoditas,nilai_ekspor
2009,"November","Hasil pertanian","Karet alam",501
2009,"November","Hasil pertanian","Hasil pertanian lainnya",24277
2009,"November","Hasil industri","Minyak sawit",832936
2009,"November","Hasil industri","Tekstil dan produk tekstil",731452
2009,"November","Hasil industri","Peralatan listrik, alat ukur dan optik",791427
2009,"November","Hasil industri","Produk logam dasar ",674523
2009,"November","Hasil industri","Karet olahan ",442074
2009,"November","Hasil industri","Kertas dan barang dari kertas",287985
2009,"November","Hasil industri","Makanan olahan",279478
2009,"November","Hasil industri","Bahan kimia",213596
2009,"November","Hasil industri","Produk kayu olahan",202581
2009,"November","Hasil industri","Alas kaki",151226
2009,"November","Hasil industri","Damar tiruan, bahan plastik",151306
2009,"November","Hasil industri","Furnitur",130405
2009,"November","Hasil industri","Kapal laut dan sejenisnya",69681
2009,"November","Hasil industri","Bahan kertas",96148
2009,"November","Hasil industri","Suku cadang kendaraan",94274
2009,"November","Hasil industri","Kendaraan bermotor roda 4 dan lebih",43769
2009,"November","Hasil industri","Emas batangan",66975
2009,"November","Hasil industri","Suku cadang mesin",65927
2009,"November","Hasil industri","Asam berlemak",45065
2009,"November","Hasil industri","Komputer dan bagiannya",65275
2009,"November","Hasil industri","Sabun mandi dan cuci",42370
2009,"November","Hasil industri","Minyak atsiri dan lainnya",30213
2009,"November","Hasil industri","Gelas dan barang dari gelas",31579
2009,"November","Hasil industri","Pupuk",26398
2009,"November","Hasil industri","Perlengkapan olahraga",18495
2009,"November","Hasil industri","Produk keramik",22817
2009,"November","Hasil industri","Makanan ternak",17405
2009,"November","Hasil industri","Margarin dan lemak lainnya",24649
2009,"November","Hasil industri","Produk farmasi",24946
2009,"November","Hasil industri","Barang dari logam mulia",39116
2009,"November","Hasil industri","Kulit dan barang dari kulit",15290
2009,"November","Hasil industri","Preparat pembasmi kuman",13688
2009,"November","Hasil industri","Pesawat udara dan bagiannya",30276
2009,"November","Hasil industri","Bahan celup organik sintetik",9319
2009,"November","Hasil industri","Semen",10978
2009,"November","Hasil industri","Kendaraan bermotor roda 2 dan 3",2049
2009,"November","Hasil industri","Barang anyaman",3508
2009,"November","Hasil industri","Rotan olahan",1881
2009,"November","Hasil industri","Peti kemas",127
2009,"November","Hasil industri","Gliserol dan larutan alkali",804
2009,"November","Hasil industri","Hasil industri lainnya",627469
2009,"November","Hasil pertambangan dan sektor lainnya","Batubara",1185065
2009,"November","Hasil pertambangan dan sektor lainnya","Biji tembaga",301626
2009,"November","Hasil pertambangan dan sektor lainnya","Biji nikel",40678
2009,"November","Hasil pertambangan dan sektor lainnya","Bauksit",27161
2009,"November","Hasil pertambangan dan sektor lainnya","Granit",1765
2009,"November","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",22453
2009,"November","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",961
2009,"November","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",46899
2009,"Desember","Hasil pertanian","Biji coklat",148667
2009,"Desember","Hasil pertanian","Udang",67067
2009,"Desember","Hasil pertanian","Biji kopi",48682
2009,"Desember","Hasil pertanian","Ikan dan lain-lain",71259
2009,"Desember","Hasil pertanian","Rempah-rempah",21677
2009,"Desember","Hasil pertanian","Teh",14500
2009,"Desember","Hasil pertanian","Bahan nabati",8405
2009,"Desember","Hasil pertanian","Buah-buahan",8949
2009,"Desember","Hasil pertanian","Tembakau",7651
2009,"Desember","Hasil pertanian","Sayur-sayuran",8454
2009,"Desember","Hasil pertanian","Damar dan getah damar",3469
2009,"Desember","Hasil pertanian","Karet alam",917
2009,"Desember","Hasil pertanian","Hasil pertanian lainnya",24695
2009,"Desember","Hasil industri","Minyak sawit",1597127
2009,"Desember","Hasil industri","Tekstil dan produk tekstil",911216
2009,"Desember","Hasil industri","Peralatan listrik, alat ukur dan optik",742920
2009,"Desember","Hasil industri","Produk logam dasar ",792024
2009,"Desember","Hasil industri","Karet olahan ",547240
2009,"Desember","Hasil industri","Kertas dan barang dari kertas",312014
2009,"Desember","Hasil industri","Makanan olahan",298544
2009,"Desember","Hasil industri","Bahan kimia",263013
2009,"Desember","Hasil industri","Produk kayu olahan",220776
2009,"Desember","Hasil industri","Alas kaki",184669
2009,"Desember","Hasil industri","Damar tiruan, bahan plastik",167189
2009,"Desember","Hasil industri","Furnitur",159003
2009,"Desember","Hasil industri","Kapal laut dan sejenisnya",43978
2009,"Desember","Hasil industri","Bahan kertas",119685
2009,"Desember","Hasil industri","Suku cadang kendaraan",105260
2009,"Desember","Hasil industri","Kendaraan bermotor roda 4 dan lebih",67720
2009,"Desember","Hasil industri","Emas batangan",60245
2009,"Desember","Hasil industri","Suku cadang mesin",79048
2009,"Desember","Hasil industri","Asam berlemak",58515
2009,"Desember","Hasil industri","Komputer dan bagiannya",63802
2009,"Desember","Hasil industri","Sabun mandi dan cuci",46766
2009,"Desember","Hasil industri","Minyak atsiri dan lainnya",31018
2009,"Desember","Hasil industri","Gelas dan barang dari gelas",33948
2009,"Desember","Hasil industri","Pupuk",45492
2009,"Desember","Hasil industri","Perlengkapan olahraga",18373
2009,"Desember","Hasil industri","Produk keramik",26451
2009,"Desember","Hasil industri","Makanan ternak",26685
2009,"Desember","Hasil industri","Margarin dan lemak lainnya",30213
2009,"Desember","Hasil industri","Produk farmasi",22385
2009,"Desember","Hasil industri","Barang dari logam mulia",23095
2009,"Desember","Hasil industri","Kulit dan barang dari kulit",17483
2009,"Desember","Hasil industri","Preparat pembasmi kuman",12374
2009,"Desember","Hasil industri","Pesawat udara dan bagiannya",5894
2009,"Desember","Hasil industri","Bahan celup organik sintetik",8064
2009,"Desember","Hasil industri","Semen",9267
2009,"Desember","Hasil industri","Kendaraan bermotor roda 2 dan 3",2855
2009,"Desember","Hasil industri","Barang anyaman",3967
2009,"Desember","Hasil industri","Rotan olahan",2977
2009,"Desember","Hasil industri","Peti kemas",519
2009,"Desember","Hasil industri","Gliserol dan larutan alkali",1499
2009,"Desember","Hasil industri","Hasil industri lainnya",689242
2009,"Desember","Hasil pertambangan dan sektor lainnya","Batubara",1520493
2009,"Desember","Hasil pertambangan dan sektor lainnya","Biji tembaga",980189
2009,"Desember","Hasil pertambangan dan sektor lainnya","Biji nikel",35911
2009,"Desember","Hasil pertambangan dan sektor lainnya","Bauksit",27349
2009,"Desember","Hasil pertambangan dan sektor lainnya","Granit",5582
2009,"Desember","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",29499
2009,"Desember","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",905
2009,"Desember","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",49038
2010,"Januari","Hasil pertanian","Biji coklat",127962
2010,"Januari","Hasil pertanian","Udang",54958
2010,"Januari","Hasil pertanian","Biji kopi",36312
2010,"Januari","Hasil pertanian","Ikan dan lain-lain",56221
2010,"Januari","Hasil pertanian","Rempah-rempah",18540
2010,"Januari","Hasil pertanian","Teh",11890
2010,"Januari","Hasil pertanian","Bahan nabati",8176
2010,"Januari","Hasil pertanian","Buah-buahan",14978
2010,"Januari","Hasil pertanian","Tembakau",6465
2010,"Januari","Hasil pertanian","Sayur-sayuran",5185
2010,"Januari","Hasil pertanian","Damar dan getah damar",3124
2010,"Januari","Hasil pertanian","Karet alam",1119
2010,"Januari","Hasil pertanian","Hasil pertanian lainnya",21018
2010,"Januari","Hasil industri","Minyak sawit",603170
2010,"Januari","Hasil industri","Tekstil dan produk tekstil",842254
2010,"Januari","Hasil industri","Peralatan listrik, alat ukur dan optik",718279
2010,"Januari","Hasil industri","Produk logam dasar ",666343
2010,"Januari","Hasil industri","Karet olahan ",508795
2010,"Januari","Hasil industri","Kertas dan barang dari kertas",289646
2010,"Januari","Hasil industri","Makanan olahan",256342
2010,"Januari","Hasil industri","Bahan kimia",256202
2010,"Januari","Hasil industri","Produk kayu olahan",214551
2010,"Januari","Hasil industri","Alas kaki",205623
2010,"Januari","Hasil industri","Damar tiruan, bahan plastik",151197
2010,"Januari","Hasil industri","Furnitur",151975
2010,"Januari","Hasil industri","Kapal laut dan sejenisnya",119036
2010,"Januari","Hasil industri","Bahan kertas",71273
2010,"Januari","Hasil industri","Suku cadang kendaraan",104704
2010,"Januari","Hasil industri","Kendaraan bermotor roda 4 dan lebih",60152
2010,"Januari","Hasil industri","Emas batangan",58059
2010,"Januari","Hasil industri","Suku cadang mesin",67711
2010,"Januari","Hasil industri","Asam berlemak",39273
2010,"Januari","Hasil industri","Komputer dan bagiannya",73461
2010,"Januari","Hasil industri","Sabun mandi dan cuci",44647
2010,"Januari","Hasil industri","Minyak atsiri dan lainnya",30846
2010,"Januari","Hasil industri","Gelas dan barang dari gelas",30149
2010,"Januari","Hasil industri","Pupuk",2625
2010,"Januari","Hasil industri","Perlengkapan olahraga",21146
2010,"Januari","Hasil industri","Produk keramik",22248
2010,"Januari","Hasil industri","Makanan ternak",15253
2010,"Januari","Hasil industri","Margarin dan lemak lainnya",22147
2010,"Januari","Hasil industri","Produk farmasi",24797
2010,"Januari","Hasil industri","Barang dari logam mulia",11821
2010,"Januari","Hasil industri","Kulit dan barang dari kulit",13683
2010,"Januari","Hasil industri","Preparat pembasmi kuman",16017
2010,"Januari","Hasil industri","Pesawat udara dan bagiannya",3970
2010,"Januari","Hasil industri","Bahan celup organik sintetik",7635
2010,"Januari","Hasil industri","Semen",2989
2010,"Januari","Hasil industri","Kendaraan bermotor roda 2 dan 3",1491
2010,"Januari","Hasil industri","Barang anyaman",3806
2010,"Januari","Hasil industri","Rotan olahan",2093
2010,"Januari","Hasil industri","Peti kemas",236
2010,"Januari","Hasil industri","Gliserol dan larutan alkali",252
2010,"Januari","Hasil industri","Hasil industri lainnya",539738
2010,"Januari","Hasil pertambangan dan sektor lainnya","Batubara",1344304
2010,"Januari","Hasil pertambangan dan sektor lainnya","Biji tembaga",263674
2010,"Januari","Hasil pertambangan dan sektor lainnya","Biji nikel",39735
2010,"Januari","Hasil pertambangan dan sektor lainnya","Bauksit",24857
2010,"Januari","Hasil pertambangan dan sektor lainnya","Granit",4787
2010,"Januari","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",18865
2010,"Januari","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",567
2010,"Januari","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",60506
2010,"Februari","Hasil pertanian","Biji coklat",67117
2010,"Februari","Hasil pertanian","Udang",60874
2010,"Februari","Hasil pertanian","Biji kopi",36858
2010,"Februari","Hasil pertanian","Ikan dan lain-lain",64010
2010,"Februari","Hasil pertanian","Rempah-rempah",16752
2010,"Februari","Hasil pertanian","Teh",11735
2010,"Februari","Hasil pertanian","Bahan nabati",7306
2010,"Februari","Hasil pertanian","Buah-buahan",11415
2010,"Februari","Hasil pertanian","Tembakau",4803
2010,"Februari","Hasil pertanian","Sayur-sayuran",23712
2010,"Februari","Hasil pertanian","Damar dan getah damar",3025
2010,"Februari","Hasil pertanian","Karet alam",1983
2010,"Februari","Hasil pertanian","Hasil pertanian lainnya",18282
2010,"Februari","Hasil industri","Minyak sawit",829914
2010,"Februari","Hasil industri","Tekstil dan produk tekstil",818587
2010,"Februari","Hasil industri","Peralatan listrik, alat ukur dan optik",779512
2010,"Februari","Hasil industri","Produk logam dasar ",650400
2010,"Februari","Hasil industri","Karet olahan ",634853
2010,"Februari","Hasil industri","Kertas dan barang dari kertas",299532
2010,"Februari","Hasil industri","Makanan olahan",253980
2010,"Februari","Hasil industri","Bahan kimia",260728
2010,"Februari","Hasil industri","Produk kayu olahan",241930
2010,"Februari","Hasil industri","Alas kaki",158195
2010,"Februari","Hasil industri","Damar tiruan, bahan plastik",147515
2010,"Februari","Hasil industri","Furnitur",203494
2010,"Februari","Hasil industri","Kapal laut dan sejenisnya",107676
2010,"Februari","Hasil industri","Bahan kertas",95424
2010,"Februari","Hasil industri","Suku cadang kendaraan",101458
2010,"Februari","Hasil industri","Kendaraan bermotor roda 4 dan lebih",67119
2010,"Februari","Hasil industri","Emas batangan",55721
2010,"Februari","Hasil industri","Suku cadang mesin",62121
2010,"Februari","Hasil industri","Asam berlemak",59821
2010,"Februari","Hasil industri","Komputer dan bagiannya",72436
2010,"Februari","Hasil industri","Sabun mandi dan cuci",44229
2010,"Februari","Hasil industri","Minyak atsiri dan lainnya",33799
2010,"Februari","Hasil industri","Gelas dan barang dari gelas",31640
2010,"Februari","Hasil industri","Pupuk",4283
2010,"Februari","Hasil industri","Perlengkapan olahraga",20090
2010,"Februari","Hasil industri","Produk keramik",25206
2010,"Februari","Hasil industri","Makanan ternak",28316
2010,"Februari","Hasil industri","Margarin dan lemak lainnya",23305
2010,"Februari","Hasil industri","Produk farmasi",24476
2010,"Februari","Hasil industri","Barang dari logam mulia",10459
2010,"Februari","Hasil industri","Kulit dan barang dari kulit",13597
2010,"Februari","Hasil industri","Preparat pembasmi kuman",18893
2010,"Februari","Hasil industri","Pesawat udara dan bagiannya",3483
2010,"Februari","Hasil industri","Bahan celup organik sintetik",7003
2010,"Februari","Hasil industri","Semen",6039
2010,"Februari","Hasil industri","Kendaraan bermotor roda 2 dan 3",3888
2010,"Februari","Hasil industri","Barang anyaman",3251
2010,"Februari","Hasil industri","Rotan olahan",2282
2010,"Februari","Hasil industri","Peti kemas",589
2010,"Februari","Hasil industri","Gliserol dan larutan alkali",221
2010,"Februari","Hasil industri","Hasil industri lainnya",592884
2010,"Februari","Hasil pertambangan dan sektor lainnya","Batubara",1348624
2010,"Februari","Hasil pertambangan dan sektor lainnya","Biji tembaga",446785
2010,"Februari","Hasil pertambangan dan sektor lainnya","Biji nikel",34594
2010,"Februari","Hasil pertambangan dan sektor lainnya","Bauksit",22999
2010,"Februari","Hasil pertambangan dan sektor lainnya","Granit",1914
2010,"Februari","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",41592
2010,"Februari","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",758
2010,"Februari","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",34095
2010,"Maret","Hasil pertanian","Biji coklat",114329
2010,"Maret","Hasil pertanian","Udang",68049
2010,"Maret","Hasil pertanian","Biji kopi",39535
2010,"Maret","Hasil pertanian","Ikan dan lain-lain",68776
2010,"Maret","Hasil pertanian","Rempah-rempah",24954
2010,"Maret","Hasil pertanian","Teh",14240
2010,"Maret","Hasil pertanian","Bahan nabati",9938
2010,"Maret","Hasil pertanian","Buah-buahan",10131
2010,"Maret","Hasil pertanian","Tembakau",8643
2010,"Maret","Hasil pertanian","Sayur-sayuran",3059
2010,"Maret","Hasil pertanian","Damar dan getah damar",3669
2010,"Maret","Hasil pertanian","Karet alam",2800
2010,"Maret","Hasil pertanian","Hasil pertanian lainnya",18657
2010,"Maret","Hasil industri","Minyak sawit",955848
2010,"Maret","Hasil industri","Tekstil dan produk tekstil",921173
2010,"Maret","Hasil industri","Peralatan listrik, alat ukur dan optik",914691
2010,"Maret","Hasil industri","Produk logam dasar ",1100135
2010,"Maret","Hasil industri","Karet olahan ",776660
2010,"Maret","Hasil industri","Kertas dan barang dari kertas",351409
2010,"Maret","Hasil industri","Makanan olahan",299173
2010,"Maret","Hasil industri","Bahan kimia",288268
2010,"Maret","Hasil industri","Produk kayu olahan",254918
2010,"Maret","Hasil industri","Alas kaki",156665
2010,"Maret","Hasil industri","Damar tiruan, bahan plastik",182733
2010,"Maret","Hasil industri","Furnitur",177897
2010,"Maret","Hasil industri","Kapal laut dan sejenisnya",250217
2010,"Maret","Hasil industri","Bahan kertas",103597
2010,"Maret","Hasil industri","Suku cadang kendaraan",109578
2010,"Maret","Hasil industri","Kendaraan bermotor roda 4 dan lebih",73812
2010,"Maret","Hasil industri","Emas batangan",76153
2010,"Maret","Hasil industri","Suku cadang mesin",73156
2010,"Maret","Hasil industri","Asam berlemak",57886
2010,"Maret","Hasil industri","Komputer dan bagiannya",77833
2010,"Maret","Hasil industri","Sabun mandi dan cuci",52122
2010,"Maret","Hasil industri","Minyak atsiri dan lainnya",37862
2010,"Maret","Hasil industri","Gelas dan barang dari gelas",36515
2010,"Maret","Hasil industri","Pupuk",7083
