tahun,bulan,jenis_komoditas,nama_komoditas,nilai_ekspor
2012,"Juni","Hasil industri","Barang anyaman",7197
2012,"Juni","Hasil industri","Rotan olahan",166
2012,"Juni","Hasil industri","Peti kemas",432
2012,"Juni","Hasil industri","Gliserol dan larutan alkali",2589
2012,"Juni","Hasil industri","Hasil industri lainnya",1068210
2012,"Juni","Hasil pertambangan dan sektor lainnya","Batubara",2154897
2012,"Juni","Hasil pertambangan dan sektor lainnya","Biji tembaga",173787
2012,"Juni","Hasil pertambangan dan sektor lainnya","Biji nikel",43434
2012,"Juni","Hasil pertambangan dan sektor lainnya","Bauksit",95
2012,"Juni","Hasil pertambangan dan sektor lainnya","Granit",0
2012,"Juni","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",18936
2012,"Juni","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",439
2012,"Juni","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",75682
2012,"Juli","Hasil pertanian","Biji coklat",34092
2012,"Juli","Hasil pertanian","Udang",92529
2012,"Juli","Hasil pertanian","Biji kopi",150096
2012,"Juli","Hasil pertanian","Ikan dan lain-lain",85802
2012,"Juli","Hasil pertanian","Rempah-rempah",77306
2012,"Juli","Hasil pertanian","Teh",10147
2012,"Juli","Hasil pertanian","Bahan nabati",11035
2012,"Juli","Hasil pertanian","Buah-buahan",13309
2012,"Juli","Hasil pertanian","Tembakau",10528
2012,"Juli","Hasil pertanian","Sayur-sayuran",8449
2012,"Juli","Hasil pertanian","Damar dan getah damar",5904
2012,"Juli","Hasil pertanian","Karet alam",2410
2012,"Juli","Hasil pertanian","Hasil pertanian lainnya",35909
2012,"Juli","Hasil industri","Minyak sawit",1934079
2012,"Juli","Hasil industri","Tekstil dan produk tekstil",1130150
2012,"Juli","Hasil industri","Peralatan listrik, alat ukur dan optik",963961
2012,"Juli","Hasil industri","Produk logam dasar ",690595
2012,"Juli","Hasil industri","Karet olahan ",873041
2012,"Juli","Hasil industri","Kertas dan barang dari kertas",338563
2012,"Juli","Hasil industri","Makanan olahan",422021
2012,"Juli","Hasil industri","Bahan kimia",293217
2012,"Juli","Hasil industri","Produk kayu olahan",267243
2012,"Juli","Hasil industri","Alas kaki",310323
2012,"Juli","Hasil industri","Damar tiruan, bahan plastik",228334
2012,"Juli","Hasil industri","Furnitur",148301
2012,"Juli","Hasil industri","Kapal laut dan sejenisnya",41317
2012,"Juli","Hasil industri","Bahan kertas",115292
2012,"Juli","Hasil industri","Suku cadang kendaraan",184485
2012,"Juli","Hasil industri","Kendaraan bermotor roda 4 dan lebih",187824
2012,"Juli","Hasil industri","Emas batangan",165635
2012,"Juli","Hasil industri","Suku cadang mesin",70581
2012,"Juli","Hasil industri","Asam berlemak",188175
2012,"Juli","Hasil industri","Komputer dan bagiannya",59920
2012,"Juli","Hasil industri","Sabun mandi dan cuci",72342
2012,"Juli","Hasil industri","Minyak atsiri dan lainnya",44642
2012,"Juli","Hasil industri","Gelas dan barang dari gelas",38000
2012,"Juli","Hasil industri","Pupuk",36808
2012,"Juli","Hasil industri","Perlengkapan olahraga",49477
2012,"Juli","Hasil industri","Produk keramik",29997
2012,"Juli","Hasil industri","Makanan ternak",56124
2012,"Juli","Hasil industri","Margarin dan lemak lainnya",77169
2012,"Juli","Hasil industri","Produk farmasi",42142
2012,"Juli","Hasil industri","Barang dari logam mulia",12949
2012,"Juli","Hasil industri","Kulit dan barang dari kulit",17654
2012,"Juli","Hasil industri","Preparat pembasmi kuman",16269
2012,"Juli","Hasil industri","Pesawat udara dan bagiannya",6243
2012,"Juli","Hasil industri","Bahan celup organik sintetik",13383
2012,"Juli","Hasil industri","Semen",809
2012,"Juli","Hasil industri","Kendaraan bermotor roda 2 dan 3",19306
2012,"Juli","Hasil industri","Barang anyaman",7215
2012,"Juli","Hasil industri","Rotan olahan",121
2012,"Juli","Hasil industri","Peti kemas",590
2012,"Juli","Hasil industri","Gliserol dan larutan alkali",3731
2012,"Juli","Hasil industri","Hasil industri lainnya",1091259
2012,"Juli","Hasil pertambangan dan sektor lainnya","Batubara",1967418
2012,"Juli","Hasil pertambangan dan sektor lainnya","Biji tembaga",245682
2012,"Juli","Hasil pertambangan dan sektor lainnya","Biji nikel",57923
2012,"Juli","Hasil pertambangan dan sektor lainnya","Bauksit",18665
2012,"Juli","Hasil pertambangan dan sektor lainnya","Granit",0
2012,"Juli","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",22527
2012,"Juli","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",2649
2012,"Juli","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",66463
2012,"Agustus","Hasil pertanian","Biji coklat",17231
2012,"Agustus","Hasil pertanian","Udang",70957
2012,"Agustus","Hasil pertanian","Biji kopi",120061
2012,"Agustus","Hasil pertanian","Ikan dan lain-lain",73321
2012,"Agustus","Hasil pertanian","Rempah-rempah",61708
2012,"Agustus","Hasil pertanian","Teh",9490
2012,"Agustus","Hasil pertanian","Bahan nabati",9734
2012,"Agustus","Hasil pertanian","Buah-buahan",9117
2012,"Agustus","Hasil pertanian","Tembakau",1584
2012,"Agustus","Hasil pertanian","Sayur-sayuran",11671
2012,"Agustus","Hasil pertanian","Damar dan getah damar",5481
2012,"Agustus","Hasil pertanian","Karet alam",1574
2012,"Agustus","Hasil pertanian","Hasil pertanian lainnya",27271
2012,"Agustus","Hasil industri","Minyak sawit",1325681
2012,"Agustus","Hasil industri","Tekstil dan produk tekstil",951194
2012,"Agustus","Hasil industri","Peralatan listrik, alat ukur dan optik",895334
2012,"Agustus","Hasil industri","Produk logam dasar ",633869
2012,"Agustus","Hasil industri","Karet olahan ",785922
2012,"Agustus","Hasil industri","Kertas dan barang dari kertas",301553
2012,"Agustus","Hasil industri","Makanan olahan",318739
2012,"Agustus","Hasil industri","Bahan kimia",315512
2012,"Agustus","Hasil industri","Produk kayu olahan",231555
2012,"Agustus","Hasil industri","Alas kaki",231338
2012,"Agustus","Hasil industri","Damar tiruan, bahan plastik",186763
2012,"Agustus","Hasil industri","Furnitur",106526
2012,"Agustus","Hasil industri","Kapal laut dan sejenisnya",10179
2012,"Agustus","Hasil industri","Bahan kertas",114946
2012,"Agustus","Hasil industri","Suku cadang kendaraan",155809
2012,"Agustus","Hasil industri","Kendaraan bermotor roda 4 dan lebih",175203
2012,"Agustus","Hasil industri","Emas batangan",109583
2012,"Agustus","Hasil industri","Suku cadang mesin",67147
2012,"Agustus","Hasil industri","Asam berlemak",156989
2012,"Agustus","Hasil industri","Komputer dan bagiannya",69429
2012,"Agustus","Hasil industri","Sabun mandi dan cuci",61536
2012,"Agustus","Hasil industri","Minyak atsiri dan lainnya",32943
2012,"Agustus","Hasil industri","Gelas dan barang dari gelas",34529
2012,"Agustus","Hasil industri","Pupuk",46979
2012,"Agustus","Hasil industri","Perlengkapan olahraga",38663
2012,"Agustus","Hasil industri","Produk keramik",22680
2012,"Agustus","Hasil industri","Makanan ternak",47860
2012,"Agustus","Hasil industri","Margarin dan lemak lainnya",63381
2012,"Agustus","Hasil industri","Produk farmasi",34235
2012,"Agustus","Hasil industri","Barang dari logam mulia",12820
2012,"Agustus","Hasil industri","Kulit dan barang dari kulit",14347
2012,"Agustus","Hasil industri","Preparat pembasmi kuman",14143
2012,"Agustus","Hasil industri","Pesawat udara dan bagiannya",4852
2012,"Agustus","Hasil industri","Bahan celup organik sintetik",10428
2012,"Agustus","Hasil industri","Semen",1237
2012,"Agustus","Hasil industri","Kendaraan bermotor roda 2 dan 3",16485
2012,"Agustus","Hasil industri","Barang anyaman",5791
2012,"Agustus","Hasil industri","Rotan olahan",66
2012,"Agustus","Hasil industri","Peti kemas",477
2012,"Agustus","Hasil industri","Gliserol dan larutan alkali",7032
2012,"Agustus","Hasil industri","Hasil industri lainnya",987160
2012,"Agustus","Hasil pertambangan dan sektor lainnya","Batubara",1861682
2012,"Agustus","Hasil pertambangan dan sektor lainnya","Biji tembaga",169503
2012,"Agustus","Hasil pertambangan dan sektor lainnya","Biji nikel",59629
2012,"Agustus","Hasil pertambangan dan sektor lainnya","Bauksit",28150
2012,"Agustus","Hasil pertambangan dan sektor lainnya","Granit",0
2012,"Agustus","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",33139
2012,"Agustus","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",434
2012,"Agustus","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",65761
2012,"September","Hasil pertanian","Biji coklat",61349
2012,"September","Hasil pertanian","Udang",101609
2012,"September","Hasil pertanian","Biji kopi",160864
2012,"September","Hasil pertanian","Ikan dan lain-lain",92563
2012,"September","Hasil pertanian","Rempah-rempah",89460
2012,"September","Hasil pertanian","Teh",10980
2012,"September","Hasil pertanian","Bahan nabati",12607
2012,"September","Hasil pertanian","Buah-buahan",11515
2012,"September","Hasil pertanian","Tembakau",5624
2012,"September","Hasil pertanian","Sayur-sayuran",11753
2012,"September","Hasil pertanian","Damar dan getah damar",7302
2012,"September","Hasil pertanian","Karet alam",1755
2012,"September","Hasil pertanian","Hasil pertanian lainnya",34013
2012,"September","Hasil industri","Minyak sawit",1734703
2012,"September","Hasil industri","Tekstil dan produk tekstil",999765
2012,"September","Hasil industri","Peralatan listrik, alat ukur dan optik",998414
2012,"September","Hasil industri","Produk logam dasar ",728895
2012,"September","Hasil industri","Karet olahan ",760023
2012,"September","Hasil industri","Kertas dan barang dari kertas",329852
2012,"September","Hasil industri","Makanan olahan",436495
2012,"September","Hasil industri","Bahan kimia",313926
2012,"September","Hasil industri","Produk kayu olahan",270374
2012,"September","Hasil industri","Alas kaki",238917
2012,"September","Hasil industri","Damar tiruan, bahan plastik",202217
2012,"September","Hasil industri","Furnitur",126988
2012,"September","Hasil industri","Kapal laut dan sejenisnya",65619
2012,"September","Hasil industri","Bahan kertas",161519
2012,"September","Hasil industri","Suku cadang kendaraan",177929
2012,"September","Hasil industri","Kendaraan bermotor roda 4 dan lebih",237857
2012,"September","Hasil industri","Emas batangan",391340
2012,"September","Hasil industri","Suku cadang mesin",78590
2012,"September","Hasil industri","Asam berlemak",153198
2012,"September","Hasil industri","Komputer dan bagiannya",66181
2012,"September","Hasil industri","Sabun mandi dan cuci",79805
2012,"September","Hasil industri","Minyak atsiri dan lainnya",43893
2012,"September","Hasil industri","Gelas dan barang dari gelas",46121
2012,"September","Hasil industri","Pupuk",62413
2012,"September","Hasil industri","Perlengkapan olahraga",48984
2012,"September","Hasil industri","Produk keramik",31634
2012,"September","Hasil industri","Makanan ternak",60450
2012,"September","Hasil industri","Margarin dan lemak lainnya",89687
2012,"September","Hasil industri","Produk farmasi",38612
2012,"September","Hasil industri","Barang dari logam mulia",15551
2012,"September","Hasil industri","Kulit dan barang dari kulit",16284
2012,"September","Hasil industri","Preparat pembasmi kuman",20229
2012,"September","Hasil industri","Pesawat udara dan bagiannya",14073
2012,"September","Hasil industri","Bahan celup organik sintetik",12040
2012,"September","Hasil industri","Semen",2694
2012,"September","Hasil industri","Kendaraan bermotor roda 2 dan 3",18258
2012,"September","Hasil industri","Barang anyaman",6109
2012,"September","Hasil industri","Rotan olahan",112
2012,"September","Hasil industri","Peti kemas",189
2012,"September","Hasil industri","Gliserol dan larutan alkali",5360
2012,"September","Hasil industri","Hasil industri lainnya",1034801
2012,"September","Hasil pertambangan dan sektor lainnya","Batubara",1900216
2012,"September","Hasil pertambangan dan sektor lainnya","Biji tembaga",174680
2012,"September","Hasil pertambangan dan sektor lainnya","Biji nikel",100200
2012,"September","Hasil pertambangan dan sektor lainnya","Bauksit",23702
2012,"September","Hasil pertambangan dan sektor lainnya","Granit",0
2012,"September","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",22162
2012,"September","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",685
2012,"September","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",68319
2012,"Oktober","Hasil pertanian","Biji coklat",20450
2012,"Oktober","Hasil pertanian","Udang",106656
2012,"Oktober","Hasil pertanian","Biji kopi",144284
2012,"Oktober","Hasil pertanian","Ikan dan lain-lain",115780
2012,"Oktober","Hasil pertanian","Rempah-rempah",79759
2012,"Oktober","Hasil pertanian","Teh",10962
2012,"Oktober","Hasil pertanian","Bahan nabati",11631
2012,"Oktober","Hasil pertanian","Buah-buahan",15205
2012,"Oktober","Hasil pertanian","Tembakau",8414
2012,"Oktober","Hasil pertanian","Sayur-sayuran",13901
2012,"Oktober","Hasil pertanian","Damar dan getah damar",9977
2012,"Oktober","Hasil pertanian","Karet alam",1485
2012,"Oktober","Hasil pertanian","Hasil pertanian lainnya",33390
2012,"Oktober","Hasil industri","Minyak sawit",1223330
2012,"Oktober","Hasil industri","Tekstil dan produk tekstil",981045
2012,"Oktober","Hasil industri","Peralatan listrik, alat ukur dan optik",931159
2012,"Oktober","Hasil industri","Produk logam dasar ",993455
2012,"Oktober","Hasil industri","Karet olahan ",762668
2012,"Oktober","Hasil industri","Kertas dan barang dari kertas",322284
2012,"Oktober","Hasil industri","Makanan olahan",486994
2012,"Oktober","Hasil industri","Bahan kimia",289560
2012,"Oktober","Hasil industri","Produk kayu olahan",277665
2012,"Oktober","Hasil industri","Alas kaki",282998
2012,"Oktober","Hasil industri","Damar tiruan, bahan plastik",205486
2012,"Oktober","Hasil industri","Furnitur",138612
2012,"Oktober","Hasil industri","Kapal laut dan sejenisnya",26419
2012,"Oktober","Hasil industri","Bahan kertas",133268
2012,"Oktober","Hasil industri","Suku cadang kendaraan",173030
2012,"Oktober","Hasil industri","Kendaraan bermotor roda 4 dan lebih",238274
2012,"Oktober","Hasil industri","Emas batangan",145342
2012,"Oktober","Hasil industri","Suku cadang mesin",83731
2012,"Oktober","Hasil industri","Asam berlemak",182322
2012,"Oktober","Hasil industri","Komputer dan bagiannya",58240
2012,"Oktober","Hasil industri","Sabun mandi dan cuci",81683
2012,"Oktober","Hasil industri","Minyak atsiri dan lainnya",46358
2012,"Oktober","Hasil industri","Gelas dan barang dari gelas",47511
2012,"Oktober","Hasil industri","Pupuk",34420
2012,"Oktober","Hasil industri","Perlengkapan olahraga",46037
2012,"Oktober","Hasil industri","Produk keramik",30716
2012,"Oktober","Hasil industri","Makanan ternak",56714
2012,"Oktober","Hasil industri","Margarin dan lemak lainnya",87039
2012,"Oktober","Hasil industri","Produk farmasi",42026
2012,"Oktober","Hasil industri","Barang dari logam mulia",16174
2012,"Oktober","Hasil industri","Kulit dan barang dari kulit",18490
2012,"Oktober","Hasil industri","Preparat pembasmi kuman",26673
2012,"Oktober","Hasil industri","Pesawat udara dan bagiannya",9710
2012,"Oktober","Hasil industri","Bahan celup organik sintetik",12652
2012,"Oktober","Hasil industri","Semen",3173
2012,"Oktober","Hasil industri","Kendaraan bermotor roda 2 dan 3",20468
2012,"Oktober","Hasil industri","Barang anyaman",6470
2012,"Oktober","Hasil industri","Rotan olahan",140
2012,"Oktober","Hasil industri","Peti kemas",1241
2012,"Oktober","Hasil industri","Gliserol dan larutan alkali",4263
2012,"Oktober","Hasil industri","Hasil industri lainnya",1009430
2012,"Oktober","Hasil pertambangan dan sektor lainnya","Batubara",2143704
2012,"Oktober","Hasil pertambangan dan sektor lainnya","Biji tembaga",168501
2012,"Oktober","Hasil pertambangan dan sektor lainnya","Biji nikel",145976
2012,"Oktober","Hasil pertambangan dan sektor lainnya","Bauksit",48276
2012,"Oktober","Hasil pertambangan dan sektor lainnya","Granit",150
2012,"Oktober","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",33991
2012,"Oktober","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",2376
2012,"Oktober","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",79967
2012,"November","Hasil pertanian","Biji coklat",31124
2012,"November","Hasil pertanian","Udang",93638
2012,"November","Hasil pertanian","Biji kopi",115769
2012,"November","Hasil pertanian","Ikan dan lain-lain",103415
2012,"November","Hasil pertanian","Rempah-rempah",69854
2012,"November","Hasil pertanian","Teh",10414
2012,"November","Hasil pertanian","Bahan nabati",12461
2012,"November","Hasil pertanian","Buah-buahan",11917
2012,"November","Hasil pertanian","Tembakau",2558
2012,"November","Hasil pertanian","Sayur-sayuran",7970
2012,"November","Hasil pertanian","Damar dan getah damar",12550
2012,"November","Hasil pertanian","Karet alam",1453
2012,"November","Hasil pertanian","Hasil pertanian lainnya",36101
2012,"November","Hasil industri","Minyak sawit",1798280
2012,"November","Hasil industri","Tekstil dan produk tekstil",1005295
2012,"November","Hasil industri","Peralatan listrik, alat ukur dan optik",910865
2012,"November","Hasil industri","Produk logam dasar ",772639
2012,"November","Hasil industri","Karet olahan ",760099
2012,"November","Hasil industri","Kertas dan barang dari kertas",307684
2012,"November","Hasil industri","Makanan olahan",480840
2012,"November","Hasil industri","Bahan kimia",289717
2012,"November","Hasil industri","Produk kayu olahan",289564
2012,"November","Hasil industri","Alas kaki",346183
2012,"November","Hasil industri","Damar tiruan, bahan plastik",200722
2012,"November","Hasil industri","Furnitur",141046
2012,"November","Hasil industri","Kapal laut dan sejenisnya",3331
2012,"November","Hasil industri","Bahan kertas",119874
2012,"November","Hasil industri","Suku cadang kendaraan",173344
2012,"November","Hasil industri","Kendaraan bermotor roda 4 dan lebih",225701
2012,"November","Hasil industri","Emas batangan",116631
2012,"November","Hasil industri","Suku cadang mesin",74625
2012,"November","Hasil industri","Asam berlemak",153908
2012,"November","Hasil industri","Komputer dan bagiannya",52633
2012,"November","Hasil industri","Sabun mandi dan cuci",75336
2012,"November","Hasil industri","Minyak atsiri dan lainnya",45473
2012,"November","Hasil industri","Gelas dan barang dari gelas",44929
2012,"November","Hasil industri","Pupuk",38401
2012,"November","Hasil industri","Perlengkapan olahraga",38050
2012,"November","Hasil industri","Produk keramik",28786
2012,"November","Hasil industri","Makanan ternak",71834
2012,"November","Hasil industri","Margarin dan lemak lainnya",76256
2012,"November","Hasil industri","Produk farmasi",37185
2012,"November","Hasil industri","Barang dari logam mulia",14069
2012,"November","Hasil industri","Kulit dan barang dari kulit",19202
2012,"November","Hasil industri","Preparat pembasmi kuman",29350
2012,"November","Hasil industri","Pesawat udara dan bagiannya",4807
2012,"November","Hasil industri","Bahan celup organik sintetik",12041
2012,"November","Hasil industri","Semen",1283
2012,"November","Hasil industri","Kendaraan bermotor roda 2 dan 3",15534
2012,"November","Hasil industri","Barang anyaman",6837
2012,"November","Hasil industri","Rotan olahan",161
2012,"November","Hasil industri","Peti kemas",171
2012,"November","Hasil industri","Gliserol dan larutan alkali",4848
2012,"November","Hasil industri","Hasil industri lainnya",1008820
2012,"November","Hasil pertambangan dan sektor lainnya","Batubara",2279840
2012,"November","Hasil pertambangan dan sektor lainnya","Biji tembaga",199879
2012,"November","Hasil pertambangan dan sektor lainnya","Biji nikel",205943
2012,"November","Hasil pertambangan dan sektor lainnya","Bauksit",71009
2012,"November","Hasil pertambangan dan sektor lainnya","Granit",0
2012,"November","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",34814
2012,"November","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",606
2012,"November","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",82323
2012,"Desember","Hasil pertanian","Biji coklat",22931
2012,"Desember","Hasil pertanian","Udang",85338
2012,"Desember","Hasil pertanian","Biji kopi",88250
2012,"Desember","Hasil pertanian","Ikan dan lain-lain",101867
2012,"Desember","Hasil pertanian","Rempah-rempah",42420
2012,"Desember","Hasil pertanian","Teh",9873
2012,"Desember","Hasil pertanian","Bahan nabati",11356
2012,"Desember","Hasil pertanian","Buah-buahan",14869
2012,"Desember","Hasil pertanian","Tembakau",2483
2012,"Desember","Hasil pertanian","Sayur-sayuran",3647
2012,"Desember","Hasil pertanian","Damar dan getah damar",9370
2012,"Desember","Hasil pertanian","Karet alam",889
2012,"Desember","Hasil pertanian","Hasil pertanian lainnya",31460
2012,"Desember","Hasil industri","Minyak sawit",1397046
2012,"Desember","Hasil industri","Tekstil dan produk tekstil",1062879
2012,"Desember","Hasil industri","Peralatan listrik, alat ukur dan optik",892338
2012,"Desember","Hasil industri","Produk logam dasar ",791941
2012,"Desember","Hasil industri","Karet olahan ",721428
2012,"Desember","Hasil industri","Kertas dan barang dari kertas",315735
2012,"Desember","Hasil industri","Makanan olahan",437827
2012,"Desember","Hasil industri","Bahan kimia",322678
2012,"Desember","Hasil industri","Produk kayu olahan",300902
2012,"Desember","Hasil industri","Alas kaki",331517
2012,"Desember","Hasil industri","Damar tiruan, bahan plastik",192242
2012,"Desember","Hasil industri","Furnitur",140371
2012,"Desember","Hasil industri","Kapal laut dan sejenisnya",86269
2012,"Desember","Hasil industri","Bahan kertas",143684
2012,"Desember","Hasil industri","Suku cadang kendaraan",164646
2012,"Desember","Hasil industri","Kendaraan bermotor roda 4 dan lebih",179607
2012,"Desember","Hasil industri","Emas batangan",98798
2012,"Desember","Hasil industri","Suku cadang mesin",56835
2012,"Desember","Hasil industri","Asam berlemak",159893
2012,"Desember","Hasil industri","Komputer dan bagiannya",37972
2012,"Desember","Hasil industri","Sabun mandi dan cuci",66731
2012,"Desember","Hasil industri","Minyak atsiri dan lainnya",41924
2012,"Desember","Hasil industri","Gelas dan barang dari gelas",48095
2012,"Desember","Hasil industri","Pupuk",95507
2012,"Desember","Hasil industri","Perlengkapan olahraga",33890
2012,"Desember","Hasil industri","Produk keramik",25009
2012,"Desember","Hasil industri","Makanan ternak",59740
2012,"Desember","Hasil industri","Margarin dan lemak lainnya",58303
2012,"Desember","Hasil industri","Produk farmasi",35332
2012,"Desember","Hasil industri","Barang dari logam mulia",10479
2012,"Desember","Hasil industri","Kulit dan barang dari kulit",17671
2012,"Desember","Hasil industri","Preparat pembasmi kuman",21855
2012,"Desember","Hasil industri","Pesawat udara dan bagiannya",11564
2012,"Desember","Hasil industri","Bahan celup organik sintetik",10508
2012,"Desember","Hasil industri","Semen",744
2012,"Desember","Hasil industri","Kendaraan bermotor roda 2 dan 3",9959
2012,"Desember","Hasil industri","Barang anyaman",6681
2012,"Desember","Hasil industri","Rotan olahan",83
2012,"Desember","Hasil industri","Peti kemas",776
2012,"Desember","Hasil industri","Gliserol dan larutan alkali",5001
2012,"Desember","Hasil industri","Hasil industri lainnya",853463
2012,"Desember","Hasil pertambangan dan sektor lainnya","Batubara",2277805
2012,"Desember","Hasil pertambangan dan sektor lainnya","Biji tembaga",255699
2012,"Desember","Hasil pertambangan dan sektor lainnya","Biji nikel",195113
2012,"Desember","Hasil pertambangan dan sektor lainnya","Bauksit",72649
2012,"Desember","Hasil pertambangan dan sektor lainnya","Granit",0
2012,"Desember","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",41016
2012,"Desember","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",450
2012,"Desember","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",73966
2013,"Januari","Hasil pertanian","Biji coklat",32636
2013,"Januari","Hasil pertanian","Udang",84387
2013,"Januari","Hasil pertanian","Biji kopi",78193
2013,"Januari","Hasil pertanian","Ikan dan lain-lain",78708
2013,"Januari","Hasil pertanian","Rempah-rempah",40474
2013,"Januari","Hasil pertanian","Teh",11601
2013,"Januari","Hasil pertanian","Bahan nabati",10217
2013,"Januari","Hasil pertanian","Buah-buahan",18876
2013,"Januari","Hasil pertanian","Tembakau",5415
2013,"Januari","Hasil pertanian","Sayur-sayuran",4770
2013,"Januari","Hasil pertanian","Damar dan getah damar",8360
2013,"Januari","Hasil pertanian","Karet alam",1508
2013,"Januari","Hasil pertanian","Hasil pertanian lainnya",37084
2013,"Januari","Hasil industri","Minyak sawit",1703248
2013,"Januari","Hasil industri","Tekstil dan produk tekstil",1111450
2013,"Januari","Hasil industri","Peralatan listrik, alat ukur dan optik",860925
2013,"Januari","Hasil industri","Produk logam dasar ",763377
2013,"Januari","Hasil industri","Karet olahan ",751758
2013,"Januari","Hasil industri","Kertas dan barang dari kertas",296086
2013,"Januari","Hasil industri","Makanan olahan",408781
2013,"Januari","Hasil industri","Bahan kimia",277702
2013,"Januari","Hasil industri","Produk kayu olahan",248519
2013,"Januari","Hasil industri","Alas kaki",344394
2013,"Januari","Hasil industri","Damar tiruan, bahan plastik",195354
2013,"Januari","Hasil industri","Furnitur",154495
2013,"Januari","Hasil industri","Kapal laut dan sejenisnya",24460
2013,"Januari","Hasil industri","Bahan kertas",125544
2013,"Januari","Hasil industri","Suku cadang kendaraan",171604
2013,"Januari","Hasil industri","Kendaraan bermotor roda 4 dan lebih",206436
2013,"Januari","Hasil industri","Emas batangan",131673
2013,"Januari","Hasil industri","Suku cadang mesin",56750
2013,"Januari","Hasil industri","Asam berlemak",127817
2013,"Januari","Hasil industri","Komputer dan bagiannya",43038
2013,"Januari","Hasil industri","Sabun mandi dan cuci",68924
2013,"Januari","Hasil industri","Minyak atsiri dan lainnya",43764
2013,"Januari","Hasil industri","Gelas dan barang dari gelas",33614
2013,"Januari","Hasil industri","Pupuk",51659
2013,"Januari","Hasil industri","Perlengkapan olahraga",36075
2013,"Januari","Hasil industri","Produk keramik",28077
2013,"Januari","Hasil industri","Makanan ternak",58499
2013,"Januari","Hasil industri","Margarin dan lemak lainnya",57108
2013,"Januari","Hasil industri","Produk farmasi",28799
2013,"Januari","Hasil industri","Barang dari logam mulia",11518
2013,"Januari","Hasil industri","Kulit dan barang dari kulit",17578
2013,"Januari","Hasil industri","Preparat pembasmi kuman",24146
2013,"Januari","Hasil industri","Pesawat udara dan bagiannya",7046
2013,"Januari","Hasil industri","Bahan celup organik sintetik",12043
2013,"Januari","Hasil industri","Semen",984
2013,"Januari","Hasil industri","Kendaraan bermotor roda 2 dan 3",11904
2013,"Januari","Hasil industri","Barang anyaman",7281
2013,"Januari","Hasil industri","Rotan olahan",119
2013,"Januari","Hasil industri","Peti kemas",239
2013,"Januari","Hasil industri","Gliserol dan larutan alkali",5452
2013,"Januari","Hasil industri","Hasil industri lainnya",971665
2013,"Januari","Hasil pertambangan dan sektor lainnya","Batubara",2129747
2013,"Januari","Hasil pertambangan dan sektor lainnya","Biji tembaga",206295
2013,"Januari","Hasil pertambangan dan sektor lainnya","Biji nikel",165575
2013,"Januari","Hasil pertambangan dan sektor lainnya","Bauksit",50465
2013,"Januari","Hasil pertambangan dan sektor lainnya","Granit",0
2013,"Januari","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",43668
2013,"Januari","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",780
2013,"Januari","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",76564
2013,"Februari","Hasil pertanian","Biji coklat",27412
2013,"Februari","Hasil pertanian","Udang",90403
2013,"Februari","Hasil pertanian","Biji kopi",84082
2013,"Februari","Hasil pertanian","Ikan dan lain-lain",75630
2013,"Februari","Hasil pertanian","Rempah-rempah",30532
2013,"Februari","Hasil pertanian","Teh",13344
2013,"Februari","Hasil pertanian","Bahan nabati",10657
2013,"Februari","Hasil pertanian","Buah-buahan",15100
2013,"Februari","Hasil pertanian","Tembakau",7361
2013,"Februari","Hasil pertanian","Sayur-sayuran",3703
2013,"Februari","Hasil pertanian","Damar dan getah damar",11011
2013,"Februari","Hasil pertanian","Karet alam",867
2013,"Februari","Hasil pertanian","Hasil pertanian lainnya",31294
2013,"Februari","Hasil industri","Minyak sawit",1418481
2013,"Februari","Hasil industri","Tekstil dan produk tekstil",1003554
2013,"Februari","Hasil industri","Peralatan listrik, alat ukur dan optik",873296
